Tattag;Tatzeit/Uhrzeit;Tatort 2;Tbnr1; Geldbuße 
17.07.2015;852;Josefstraße / C3 ggü. Haus-Nr. 29;113140; 10,00 € 
17.07.2015;854;Josefstraße / C3 ggü. Haus-Nr. 27;113140; 10,00 € 
17.07.2015;855;Josefstraße / C3 in Höhe von Haus-Nr. 22;113140; 10,00 € 
17.07.2015;857;Josefstraße / C3 in Höhe von Haus-Nr. 22;113140; 10,00 € 
17.07.2015;858;Josefstraße / C3 in Höhe von Haus-Nr. 22;113140; 10,00 € 
17.07.2015;900;Voßrather Straße in Höhe von Haus-Nr. 2;141322; 15,00 € 
17.07.2015;951;Filder Straße in Höhe von Haus-Nr. 31;112402; 20,00 € 
17.07.2015;1002;Nikolausweg ggü. Haus-Nr. 4;142103; 10,00 € 
17.07.2015;1005;Nikolausweg ggü. Haus-Nr. 4;142103; 10,00 € 
17.07.2015;1029;Uerdinger Straße ggü. Haus-Nr. 44;142262; 10,00 € 
17.07.2015;1033;Uerdinger Straße ggü. Haus-Nr. 107;113300; 10,00 € 
17.07.2015;1039;Uerdinger Straße in Höhe von Haus-Nr. 113;113300; 10,00 € 
17.07.2015;1039;Uerdinger Straße in Höhe von Haus-Nr. 111;113300; 10,00 € 
17.07.2015;1118;Hubertusstraße in Höhe von Haus-Nr. 22;141062; 30,00 € 
17.07.2015;1126;Hubertusstraße ggü. Haus-Nr. 3;141322; 25,00 € 
17.07.2015;1604;Meerstraße / B, Innenhof;113142; 20,00 € 
17.07.2015;1408;Meerstraße / B, Innenhof;113121; 15,00 € 
17.07.2015;1602;Meerstraße / B, Innenhof;113142; 20,00 € 
17.07.2015;1416;Meerstraße / B, Schotterplatz;113140; 10,00 € 
17.07.2015;1424;Meerstraße / B, Schotterplatz;113122; 20,00 € 
17.07.2015;1429;Meerstraße / B in Höhe von Haus-Nr. 11;113120; 10,00 € 
17.07.2015;1431;Meerstraße / B ggü. Haus-Nr. 5;113140; 10,00 € 
17.07.2015;923;Unterwallstraße in Höhe von Haus-Nr. 9;142262; 10,00 € 
17.07.2015;925;Unterwallstraße in Höhe von Haus-Nr. 9;113300; 10,00 € 
17.07.2015;931;Oberwallstraße / B in Höhe von Haus-Nr. 25;113140; 10,00 € 
17.07.2015;716;Neumarkt / A, Parkplatz;141313; 25,00 € 
17.07.2015;952;Filder Straße in Höhe von Haus-Nr. 33;112402; 20,00 € 
17.07.2015;1158;Seminarstraße in Höhe von Haus-Nr. 14;113240; 10,00 € 
17.07.2015;1200;Seminarstraße in Höhe von Haus-Nr. 12;113240; 10,00 € 
17.07.2015;1620;Meerstraße / B, Parkplatz;113120; 10,00 € 
17.07.2015;907;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
17.07.2015;924;Mühlenstraße / DE, Schotterparkplatz;113140; 10,00 € 
17.07.2015;931;Mühlenstraße / DE, Schotterparkplatz;113140; 10,00 € 
17.07.2015;933;Mühlenstraße / DE, Schotterparkplatz;113140; 10,00 € 
17.07.2015;935;Mühlenstraße / DE, Schotterparkplatz;113150; 10,00 € 
17.07.2015;1249;Mühlenstraße / DE, Parkplatz;113143; 25,00 € 
17.07.2015;1026;Baerler Straße in Höhe von Haus-Nr. 8;113240; 10,00 € 
17.07.2015;1029;Baerler Straße in Höhe von Haus-Nr. 14;113240; 10,00 € 
17.07.2015;1034;Baerler Straße in Höhe von Haus-Nr. 50;113240; 10,00 € 
17.07.2015;1040;Baerler Straße in Höhe von Haus-Nr. 10;113220; 10,00 € 
17.07.2015;1042;Baerler Straße in Höhe von Haus-Nr. 10;113220; 10,00 € 
17.07.2015;1043;Baerler Straße neben Haus-Nr. 10;113220; 10,00 € 
17.07.2015;1046;Seminarstraße ggü. Haus-Nr. 41;113240; 10,00 € 
17.07.2015;1047;Seminarstraße ggü. Haus-Nr. 41;113240; 10,00 € 
17.07.2015;1052;Seminarstraße in Höhe von Haus-Nr. 11;113240; 10,00 € 
17.07.2015;1104;Wilhelm-Schroeder-Straße / C2, Parkplatz;113140; 10,00 € 
17.07.2015;1107;Wilhelm-Schroeder-Straße / C2, Parkplatz;113120; 10,00 € 
17.07.2015;1109;Wilhelm-Schroeder-Straße / C2, Parkplatz;113120; 10,00 € 
17.07.2015;1121;Landwehrstraße / C1 ggü. Haus-Nr. 83;112402; 20,00 € 
17.07.2015;1123;Landwehrstraße / C1 ggü. Haus-Nr. 89;113240; 10,00 € 
17.07.2015;1126;Baustraße ggü. Haus-Nr. 22;113240; 10,00 € 
17.07.2015;1141;Greefstraße ggü. Haus-Nr. 6;113240; 10,00 € 
17.07.2015;1150;Gellertstraße in Höhe von Haus-Nr. 17;113240; 10,00 € 
17.07.2015;1156;Seminarstraße in Höhe von Haus-Nr. 22;113240; 10,00 € 
17.07.2015;946;Hopfenstraße ggü. Haus-Nr. 12;141312; 15,00 € 
17.07.2015;949;Kautzstraße / B in Höhe von Haus-Nr., Parkplatz;113121; 15,00 € 
17.07.2015;956;Hopfenstraße in Höhe von Haus-Nr. 28;141118; 15,00 € 
17.07.2015;1004;Tersteegenstraße / C1 in Höhe von Haus-Nr. 11;141118; 15,00 € 
17.07.2015;1011;Essenberger Straße / C1 in Höhe von Haus-Nr. 4;113140; 10,00 € 
17.07.2015;1014;Essenberger Straße / C1, Parkplatz;113120; 10,00 € 
17.07.2015;1118;Homberger Straße / C1, Vor Kreisverkehr;113142; 25,00 € 
17.07.2015;1021;Homberger Straße / C1 in Höhe von Haus-Nr. 76;113140; 10,00 € 
17.07.2015;1023;Homberger Straße / C1 in Höhe von Haus-Nr. 74;113140; 10,00 € 
17.07.2015;1025;Homberger Straße / C1 in Höhe von Haus-Nr. 90;113140; 10,00 € 
17.07.2015;1109;Otto-Hue-Straße / C1 ggü. Haus-Nr. 4;113151; 15,00 € 
17.07.2015;1109;Otto-Hue-Straße / C1 ggü. Haus-Nr. 4;113140; 10,00 € 
17.07.2015;1110;Otto-Hue-Straße / C1 ggü. Haus-Nr. 2;113120; 10,00 € 
17.07.2015;1116;Otto-Hue-Straße / C1 ggü. Haus-Nr. 2;113120; 10,00 € 
17.07.2015;1122;Augustastraße / C1 in Höhe von Haus-Nr. 4;112412; 20,00 € 
17.07.2015;1132;Kautzstraße / B, Parkplatz;329113; 20,00 € 
17.07.2015;1146;Haagstraße / B ggü. Haus-Nr. 11;113120; 10,00 € 
17.07.2015;1153;Meerstraße / B ggü. Haus-Nr. 5;113121; 15,00 € 
17.07.2015;1225;Meerstraße / B, Schotterparkplatz;113140; 10,00 € 
17.07.2015;1418;Meerstraße / B, Schotterparkplatz;113142; 20,00 € 
17.07.2015;1234;Meerstraße / B in Höhe von Haus-Nr. 1;112402; 20,00 € 
17.07.2015;1552;Neumarkt / A, Parkplatz;113140; 10,00 € 
17.07.2015;1556;Neumarkt / A, Parkplatz;113140; 10,00 € 
17.07.2015;1559;Meerstraße / B ggü. Haus-Nr. 3;113121; 15,00 € 
17.07.2015;1614;Hanckwitzstraße / B, Parkplatz;113120; 10,00 € 
17.07.2015;1615;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
17.07.2015;1621;Oberwallstraße / B in Höhe von Haus-Nr. 29;329113; 15,00 € 
17.07.2015;1625;Oberwallstraße / B ggü. Haus-Nr. 1;113140; 10,00 € 
17.07.2015;944;Meerstraße / B, Schotterparkplatz;113140; 10,00 € 
17.07.2015;949;Im Rosenthal / B in Höhe von Haus-Nr. 12;113140; 10,00 € 
17.07.2015;1027;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
17.07.2015;1125;Kautzstraße / B, Parkplatz;113141; 15,00 € 
17.07.2015;1123;Kautzstraße / B, Parkplatz;113141; 15,00 € 
17.07.2015;1127;Kautzstraße / B, Parkplatz;142278; 35,00 € 
17.07.2015;1146;Haagstraße / B in Höhe von Haus-Nr. 11;113140; 10,00 € 
17.07.2015;1151;Meerstraße / B ggü. Haus-Nr., 5;113120; 10,00 € 
17.07.2015;1213;Neustraße in Höhe von Haus-Nr. 35;141106; 30,00 € 
18.07.2015;826;Lindenstraße 76;141312; 15,00 € 
18.07.2015;956;Bethanienstraße 7;142262; 10,00 € 
18.07.2015;830;Lindenstraße, Parkplatz;113300; 10,00 € 
18.07.2015;831;Lindenstraße, Parkplatz;113300; 10,00 € 
18.07.2015;835;Lindenstraße, Parkplatz;142278; 35,00 € 
18.07.2015;1109;Kirschenallee 3;141344; 25,00 € 
18.07.2015;914;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
18.07.2015;908;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
18.07.2015;929;Friedrich-Ebert-Platz / De, Parkplatz;113140; 10,00 € 
18.07.2015;935;Friedrich-Ebert-Platz / De, Parkplatz;113140; 10,00 € 
18.07.2015;943;Friedrich-Ebert-Platz / De, Parkplatz;113140; 10,00 € 
18.07.2015;945;Friedrich-Ebert-Platz / De, Parkplatz;113140; 10,00 € 
18.07.2015;947;Friedrich-Ebert-Platz / De, Parkplatz;113150; 10,00 € 
18.07.2015;953;Bethanienstraße 11;142262; 10,00 € 
18.07.2015;959;Bethanienstraße ggü. Haus-Nr. 1;142262; 10,00 € 
18.07.2015;1001;Bethanienstraße ggü. Haus-Nr. 1;142262; 10,00 € 
18.07.2015;1017;Lindenstraße, Parkplatz;113300; 10,00 € 
18.07.2015;1037;Bismarckstraße 53;113300; 10,00 € 
18.07.2015;1038;Bismarckstraße 53;113300; 10,00 € 
18.07.2015;1044;Bismarckstraße 45;113280; 10,00 € 
18.07.2015;1052;Bismarckstraße 74;112402; 20,00 € 
18.07.2015;1053;Bismarckstraße 74;112402; 20,00 € 
18.07.2015;1103;Moselstraße 82;141313; 25,00 € 
18.07.2015;1115;Klever Straße ggü. Haus-Nr., Gegenüber Reifen-Service;113300; 10,00 € 
18.07.2015;1116;Klever Straße ggü. Haus-Nr., Gegenüber Reifen-Service;113300; 10,00 € 
18.07.2015;1139;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
18.07.2015;1152;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
18.07.2015;1153;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
18.07.2015;1205;Repelener Straße, Parkplatz;113300; 10,00 € 
18.07.2015;1208;Repelener Straße, Parkplatz;113280; 10,00 € 
18.07.2015;1209;Repelener Straße, Parkplatz;113282; 20,00 € 
18.07.2015;1210;Repelener Straße, Parkplatz;113281; 15,00 € 
18.07.2015;1216;Niederstraße 28;141312; 15,00 € 
18.07.2015;1231;Neumarkt / A, Parkplatz;113122; 20,00 € 
18.07.2015;1232;Neumarkt / A, Parkplatz;113121; 15,00 € 
18.07.2015;1236;Neumarkt / A, Parkplatz;113120; 10,00 € 
18.07.2015;1240;Neumarkt / A, Parkplatz;113140; 10,00 € 
18.07.2015;1243;Neumarkt / A, Parkplatz;113140; 10,00 € 
18.07.2015;1241;Neumarkt / A, Parkplatz;113121; 15,00 € 
18.07.2015;944;Friedrich-Ebert-Platz / De, Parkplatz;113140; 10,00 € 
18.07.2015;827;Lindenstraße ggü. Haus-Nr. 100, Parkplatz;113300; 10,00 € 
20.07.2015;1121;Uerdinger Straße in Höhe von Haus-Nr. 31;141322; 15,00 € 
20.07.2015;1126;Hanns-Albeck-Platz in Höhe von Haus-Nr. 4;142103; 10,00 € 
20.07.2015;1134;Haagstraße / B ggü. Haus-Nr. 26;113320; 10,00 € 
20.07.2015;1143;Neumarkt / A, Parkplatz;113121; 15,00 € 
20.07.2015;1402;Gabelsbergerstraße in Höhe von Haus-Nr. 6;112402; 20,00 € 
20.07.2015;1403;Gabelsbergerstraße in Höhe von Haus-Nr. 13;113240; 10,00 € 
20.07.2015;1405;Gabelsbergerstraße in Höhe von Haus-Nr. 17;113240; 10,00 € 
20.07.2015;1415;Seminarstraße in Höhe von Haus-Nr. 14;113260; 10,00 € 
20.07.2015;1419;Seminarstraße in Höhe von Haus-Nr. 32;113240; 10,00 € 
20.07.2015;1456;Baerler Straße in Höhe von Haus-Nr. 8;113261; 15,00 € 
20.07.2015;1429;Baerler Straße in Höhe von Haus-Nr. 18;113240; 10,00 € 
20.07.2015;1443;Landwehrstraße / C1 ggü. Haus-Nr. 91;113240; 10,00 € 
20.07.2015;1450;Cloudtstraße in Höhe von Haus-Nr. 17;113240; 10,00 € 
20.07.2015;1456;Landwehrstraße / C1 in Höhe von Haus-Nr. 44;113240; 10,00 € 
20.07.2015;1459;Greefstraße in Höhe von Haus-Nr. 2;113240; 10,00 € 
20.07.2015;1501;Greefstraße in Höhe von Haus-Nr. 4;113260; 10,00 € 
20.07.2015;1506;Feldstraße / C1 in Höhe von Haus-Nr. 73;113240; 10,00 € 
20.07.2015;1512;Eurotec-Ring ggü. Haus-Nr. 15;112414; -   € 
20.07.2015;1606;Friedrich-Ebert-Straße ggü. Haus-Nr. 7b;141312; 15,00 € 
20.07.2015;1611;Orchideenstraße 9;141322; 15,00 € 
20.07.2015;1612;Orchideenstraße 15, Kindergarten;141322; 15,00 € 
20.07.2015;1618;Luiter Straße, Ecke Zum Egelsberg;141062; 30,00 € 
20.07.2015;1620;Luiter Straße, Ecke Zum Egelsberg;141062; 30,00 € 
20.07.2015;1621;Luiter Straße, Ecke Zum Egelsberg;141062; 30,00 € 
20.07.2015;1755;Marktstraße 42, Wendehammer;141312; 15,00 € 
20.07.2015;1122;Gabelsbergerstraße ggü. Haus-Nr. 2;113240; 10,00 € 
20.07.2015;1509;Feldstraße / C1 in Höhe von Haus-Nr. 44;113240; 10,00 € 
20.07.2015;1524;Ostring / C2 ggü. Haus-Nr. 6;113140; 10,00 € 
20.07.2015;1532;Oberwallstraße / B in Höhe von Haus-Nr. 23;113140; 10,00 € 
20.07.2015;1533;Oberwallstraße / B in Höhe von Haus-Nr. 25;113140; 10,00 € 
20.07.2015;1535;Oberwallstraße / B in Höhe von Haus-Nr. 10;113140; 10,00 € 
20.07.2015;1543;Oberwallstraße / B ggü. Haus-Nr. 1;113140; 10,00 € 
20.07.2015;1555;Neumarkt / A, Parkplatz;113140; 10,00 € 
20.07.2015;937;Annastraße / C3 ggü. Haus-Nr. 3;329113; 15,00 € 
20.07.2015;938;Annastraße / C3 in Höhe von Haus-Nr. 12;113140; 10,00 € 
20.07.2015;1039;Annastraße / C3 in Höhe von Haus-Nr. 27;141314; 25,00 € 
20.07.2015;944;Annastraße / C3, Schule;113140; 10,00 € 
20.07.2015;1036;Josefstraße / C3 in Höhe von Haus-Nr. 37;113141; 15,00 € 
20.07.2015;1036;Josefstraße / C3 in Höhe von Haus-Nr. 35;113141; 15,00 € 
20.07.2015;1035;Josefstraße / C3 in Höhe von Haus-Nr. 30;113141; 15,00 € 
20.07.2015;1001;Josefstraße / C3 in Höhe von Haus-Nr. 42;113140; 10,00 € 
20.07.2015;1003;Josefstraße / C3 in Höhe von Haus-Nr. 46;113140; 10,00 € 
20.07.2015;1005;Josefstraße / C3 in Höhe von Haus-Nr. 52;113180; 10,00 € 
20.07.2015;1007;Josefstraße / C3 in Höhe von Haus-Nr. 52;113180; 10,00 € 
20.07.2015;1008;Josefstraße / C3 ggü. Haus-Nr. 58;113180; 10,00 € 
20.07.2015;1010;Josefstraße / C3 in Höhe von Haus-Nr. 49;113180; 10,00 € 
20.07.2015;1012;Josefstraße / C3, Ecke Walterstr.;113180; 10,00 € 
20.07.2015;1017;Voßrather Straße in Höhe von Haus-Nr. 35;113300; 10,00 € 
20.07.2015;1018;Voßrather Straße in Höhe von Haus-Nr. 32;113300; 10,00 € 
20.07.2015;1022;Voßrather Straße in Höhe von Haus-Nr. 20;113300; 10,00 € 
20.07.2015;1023;Voßrather Straße in Höhe von Haus-Nr. 14;113300; 10,00 € 
20.07.2015;1024;Voßrather Straße in Höhe von Haus-Nr. 12;113300; 10,00 € 
20.07.2015;1026;Voßrather Straße in Höhe von Haus-Nr. 10;113300; 10,00 € 
20.07.2015;1031;Voßrather Straße ggü. Haus-Nr. 5;113300; 10,00 € 
20.07.2015;1054;Konradstraße in Höhe von Haus-Nr. 31;329119; 25,00 € 
20.07.2015;1105;Germanenstraße in Höhe von Haus-Nr. 4;112042; 15,00 € 
20.07.2015;1133;Peter-Zimmer-Straße, Ecke Rõmerstrasse;141412; 10,00 € 
20.07.2015;1139;Moselstraße ggü. Haus-Nr. 34;112042; 15,00 € 
20.07.2015;1156;Wittfeldstraße in Höhe von Haus-Nr. 2;142262; 10,00 € 
20.07.2015;1201;Bethanienstraße, Ecke Kleverstr.;142262; 10,00 € 
20.07.2015;1424;Neumarkt / A, Parkplatz;113121; 15,00 € 
20.07.2015;1425;Neumarkt / A, Parkplatz;113120; 10,00 € 
20.07.2015;1428;Neumarkt / A, Parkplatz;113140; 10,00 € 
20.07.2015;1429;Neumarkt / A, Parkplatz;113120; 10,00 € 
20.07.2015;1432;Neumarkt / A, Parkplatz;113121; 15,00 € 
20.07.2015;1445;Neumarkt / A, Parkplatz;113121; 15,00 € 
20.07.2015;1450;Neumarkt / A, Parkplatz;113140; 10,00 € 
20.07.2015;1454;Meerstraße / B, Parkplatz;141322; 15,00 € 
20.07.2015;1455;Meerstraße / B, Parkplatz;113120; 10,00 € 
20.07.2015;1500;Meerstraße / B, Parkplatz;113120; 10,00 € 
20.07.2015;1624;Luiter Straße, Ecke Zum Egelsberg;141062; 30,00 € 
20.07.2015;1633;Robinienweg ggü. Haus-Nr. 14;142103; 10,00 € 
20.07.2015;1636;Buchenweg 31, Giebel;142103; 10,00 € 
20.07.2015;1643;Nußbaumweg, rote Fläche Ecke Viertelsheid.Nr.6;142103; 10,00 € 
20.07.2015;1701;Martin-Luther-Ring 59;329113; 15,00 € 
20.07.2015;1732;Landwehrstraße / C1 1, Ecke Hombergerstr.;112042; 15,00 € 
20.07.2015;1739;Landwehrstraße / C1 3;142278; 35,00 € 
20.07.2015;1747;Kimbernstraße neben Haus-Nr. 4, Wendehammer;142103; 10,00 € 
20.07.2015;1804;Reinhold-Büttner-Straße ggü. Haus-Nr. 5, Wendehammer;112415; 35,00 € 
20.07.2015;1810;Carlo-Schmid-Straße ggü. Haus-Nr. 31;112402; 20,00 € 
20.07.2015;1813;Am Viegenhof 32, Neben Parkfl.;142103; 10,00 € 
20.07.2015;1815;Olof-Palme-Straße;112042; 15,00 € 
20.07.2015;1904;Lintforter Straße 114c, Basista;141412; 10,00 € 
20.07.2015;1910;Hoher Weg 266, Ecke Oleanderweg;112402; 20,00 € 
20.07.2015;905;Meerstraße / B ggü. Haus-Nr. 1;142278; 35,00 € 
20.07.2015;942;Neumarkt / A, Parkplatz;113140; 10,00 € 
20.07.2015;1139;Neumarkt / A, Parkplatz;113142; 20,00 € 
20.07.2015;1238;Haagstraße / B ggü. Haus-Nr. 26;113303; 25,00 € 
20.07.2015;1043;Kautzstraße / B, Parkplatz;113122; 20,00 € 
20.07.2015;1052;Hopfenstraße ggü. Haus-Nr. 32;141118; 15,00 € 
20.07.2015;1718;Düsseldorfer Straße, Autobahnbrücke;141312; 15,00 € 
20.07.2015;1141;Neumarkt / A, Parkplatz;113120; 10,00 € 
20.07.2015;1350;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
20.07.2015;1445;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
20.07.2015;940;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
20.07.2015;943;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
20.07.2015;944;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
20.07.2015;946;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
20.07.2015;948;Mühlenstraße / DE, Parkplatz;329113; 15,00 € 
20.07.2015;949;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
20.07.2015;951;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
20.07.2015;953;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
20.07.2015;955;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
20.07.2015;957;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
20.07.2015;1001;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
20.07.2015;1002;Mühlenstraße / DE, Parkplatz;113320; 10,00 € 
20.07.2015;1013;Mühlenstraße / DE, Parkplatz;113180; 10,00 € 
20.07.2015;1019;Mühlenstraße / DE, Parkplatz;113180; 10,00 € 
20.07.2015;1021;Mühlenstraße / DE, Parkplatz;113180; 10,00 € 
20.07.2015;1027;Mühlenstraße / DE, Schotterparkplatz;113140; 10,00 € 
20.07.2015;1034;Mühlenstraße / DE, Parkplatz;113180; 10,00 € 
20.07.2015;1036;Mühlenstraße / DE, Parkplatz;113180; 10,00 € 
20.07.2015;1048;Mühlenstraße / DE, Parkplatz;113180; 10,00 € 
20.07.2015;1050;Mühlenstraße / DE, Parkplatz;113180; 10,00 € 
20.07.2015;1112;Nordring / C2 5;141062; 30,00 € 
20.07.2015;1113;Nordring / C2 4;141062; 30,00 € 
20.07.2015;1209;Hopfenstraße 26;141118; 15,00 € 
20.07.2015;1215;Kautzstraße / B, Parkplatz;113140; 10,00 € 
20.07.2015;1228;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
20.07.2015;1232;Haagstraße / B 7;113140; 10,00 € 
20.07.2015;1234;Haagstraße / B 18;141322; 15,00 € 
20.07.2015;1243;Meerstraße / B ggü. Haus-Nr. 1;142278; 35,00 € 
20.07.2015;1311;Neumarkt / A, Parkplatz;113140; 10,00 € 
20.07.2015;1147;Im Ring in Höhe von Haus-Nr. 29;141312; 15,00 € 
20.07.2015;1313;Neumarkt / A, Parkplatz;113121; 15,00 € 
20.07.2015;1329;Nordring / C2, Parkplatz;113120; 10,00 € 
20.07.2015;1337;Mühlenstraße / DE, Schotterparkplatz;113140; 10,00 € 
20.07.2015;1340;Mühlenstraße / DE, Schotterparkplatz;113140; 10,00 € 
20.07.2015;1345;Mühlenstraße / DE, Schotterparkplatz;113140; 10,00 € 
20.07.2015;1510;Meerstraße / B, Schotterparkplatz;113140; 10,00 € 
20.07.2015;1514;Meerstraße / B, Schotterparkplatz;329119; 25,00 € 
20.07.2015;1515;Meerstraße / B in Höhe von Haus-Nr. 2;113120; 10,00 € 
20.07.2015;1328;Repelener Straße in Höhe von Haus-Nr., Eschler;141101; 30,00 € 
20.07.2015;1344;Pferdsweide in Höhe von Haus-Nr. 37a, AKTIV Sportpark;141312; 15,00 € 
20.07.2015;1417;Markt, Parkplatz;113300; 10,00 € 
20.07.2015;1419;Markt, Parkplatz;113300; 10,00 € 
20.07.2015;1422;Markt, Parkplatz;113300; 10,00 € 
20.07.2015;1430;An der Sandkull, Sparkasse;113300; 10,00 € 
20.07.2015;1443;Lintforter Straße in Höhe von Haus-Nr. 87;113300; 10,00 € 
20.07.2015;1459;Lintforter Straße, Parkplatz;113300; 10,00 € 
20.07.2015;1502;Lintforter Straße, Parkplatz;113300; 10,00 € 
20.07.2015;1505;Talstraße ggü. Haus-Nr. 3;113320; 10,00 € 
20.07.2015;1507;Talstraße ggü. Haus-Nr. 3;113300; 10,00 € 
20.07.2015;1510;Talstraße in Höhe von Haus-Nr. 9;113320; 15,00 € 
20.07.2015;1615;Bankstraße / C1 ggü. Haus-Nr. 37ab;112402; 20,00 € 
20.07.2015;904;Unterwallstraße 9;142262; 10,00 € 
20.07.2015;906;Unterwallstraße 9;142262; 10,00 € 
20.07.2015;914;Fieselstraße ggü. Haus-Nr. 17;141312; 15,00 € 
20.07.2015;916;Niederstraße 30;141312; 15,00 € 
20.07.2015;917;Niederstraße 28;141312; 15,00 € 
20.07.2015;922;Repelener Straße, Parkplatz;113300; 10,00 € 
20.07.2015;924;Repelener Straße, Parkplatz;113280; 10,00 € 
20.07.2015;937;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
20.07.2015;939;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
21.07.2015;1125;Bismarckstraße in Höhe von Haus-Nr. 41;113280; 10,00 € 
21.07.2015;1516;Tersteegenstraße / C1 in Höhe von Haus-Nr. 25;141118; 15,00 € 
21.07.2015;923;Homberger Straße / C1 in Höhe von Haus-Nr. 75;142278; 35,00 € 
21.07.2015;951;Mühlenstraße / DE, Parkplatz;113140; 10,00 € 
21.07.2015;1729;Luiter Straße, Vor JVA;329610; 80,00 € 
21.07.2015;1026;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
21.07.2015;1116;Bismarckstraße in Höhe von Haus-Nr. 43;113302; 20,00 € 
21.07.2015;1054;Friedrich-Ebert-Platz / De, Parkplatz;113180; 10,00 € 
21.07.2015;1402;Goethestraße / C1 in Höhe von Haus-Nr. 23;113140; 10,00 € 
21.07.2015;1515;Tersteegenstraße / C1 in Höhe von Haus-Nr. 19;141118; 15,00 € 
21.07.2015;1341;Seminarstraße in Höhe von Haus-Nr. 2;113260; 10,00 € 
21.07.2015;941;Lintforter Straße in Höhe von Haus-Nr. 91;113300; 10,00 € 
21.07.2015;950;Lintforter Straße in Höhe von Haus-Nr. 93;113300; 10,00 € 
21.07.2015;1016;Bismarckstraße in Höhe von Haus-Nr. 45;113300; 10,00 € 
21.07.2015;1111;Bismarckstraße in Höhe von Haus-Nr. 49;113301; 15,00 € 
21.07.2015;1020;Bismarckstraße in Höhe von Haus-Nr. 51;113300; 10,00 € 
21.07.2015;1026;Jahnstraße in Höhe von Haus-Nr. 24;141312; 15,00 € 
21.07.2015;1028;Jahnstraße in Höhe von Haus-Nr. 9;113280; 10,00 € 
21.07.2015;1029;Jahnstraße in Höhe von Haus-Nr. 9;113280; 10,00 € 
21.07.2015;1046;Zwickauer Straße ggü. Haus-Nr. 23;113300; 10,00 € 
21.07.2015;1050;Zwickauer Straße, SPARKASSE;113260; 10,00 € 
21.07.2015;1051;Zwickauer Straße, SPARKASSE;113300; 10,00 € 
21.07.2015;1053;Zwickauer Straße ggü. Haus-Nr. 4;113260; 10,00 € 
21.07.2015;1108;Bismarckstraße in Höhe von Haus-Nr. 49;113280; 10,00 € 
21.07.2015;1109;Bismarckstraße in Höhe von Haus-Nr. 49;113280; 10,00 € 
21.07.2015;1113;Bismarckstraße in Höhe von Haus-Nr. 49;113280; 10,00 € 
21.07.2015;1114;Bismarckstraße in Höhe von Haus-Nr. 45;113300; 10,00 € 
21.07.2015;1116;Bismarckstraße in Höhe von Haus-Nr. 45;113280; 10,00 € 
